game_name,sys_req,release_date,name,Ncomments,Ndiscomfort,Pdiscomfort,OS,Processor,Memory,Graphics,DirectX,Storage,Network,no fields,memory_num,OS_num,storage_num,graphics_simp,graphics_num,processor_simp,processor_num
Legend of Grimrock,OS:Windows Vista or Windows 7 Processor:Quad Core 2.66GHz Intel or 3.2GHz AMD Memory:4 GB RAM Graphics:Graphics card supporting OpenGL 2.1 or later. ATI Radeon HD 2900 or NVIDIA GeForce 8800 or better. Shader Model 3.0 needs to be supported) DirectX®:9.0c Hard Drive:1 GB HD space Sound:DirectX 9.0c compatible,11-Apr-12,legendofgrimrock,187,2,0.010695187,Windows Vista or Windows 7 ,Quad Core 2.66GHz Intel or 3.2GHz AMD ,4 GB RAM ,Graphics card supporting OpenGL 2.1 or later. ATI Radeon HD 2900 or NVIDIA GeForce 8800 or better. Shader Model 3.0 needs to be supported) DirectX®:9.0c Hard Drive:1 GB HD space Sound:DirectX 9.0c compatible,,,,,4,2,1,GEFORCE 8800 ,5.65,QUAD,45.5
Left 4 Dead,"Supported OS: Windows® 7 32/64-bit / Vista 32/64 / XP                     Processor: Intel core 2 duo 2.4GHz                     Memory: 1 GB                      Graphics: Shader model 3.0, NVidia 7600, ATI X1600 or better",17-Nov-08,left4dead,580,6,0.010344828, Windows® 7 32/64-bit / Vista 32/64 / XP                     , Intel core 2 duo 2.4GHz                     , 1 GB                      ," Shader model 3.0, NVidia 7600, ATI X1600 or better",,,,,1,3,1,NVIDIA 7600,0.87,DUO,36.6
Counter-Strike: Source,"Recommended: Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX® 9 level Graphics Card, Windows® 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection",1-Nov-04,counterstrikesource,1524,13,0.008530184,,,,,,,,137,1,3,1,,2,,27.7
Portal,"Recommended: Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX® 9 level Graphics Card, Windows® 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection",10-Oct-07,portal,1158,9,0.007772021,,,,,,,,302,1,3,1,,2,,27.7
BioShock Infinite,"OS: Windows 7 Service Pack 1 64-bit Processor: Quad Core Processor Memory: 4GB Hard Disk Space: 30 GB free Video Card: DirectX11 Compatible, AMD Radeon HD 6950 / NVIDIA GeForce GTX 560 Video Card Memory: 1024 MB	 Sound: DirectX Compatible",25-Mar-13,bioshockinfinite,1882,14,0.007438895, Windows 7 Service Pack 1 64-bit , Quad Core Processor ," 1024 MB	 Sound: DirectX Compatible",,,,,,1,3,1,,13.8,QUAD,45.5
Day of Defeat: Source,"Recommended: Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX® 9 level Graphics Card, Windows® 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection",12-Jul-10,dayofdefeatsource,404,3,0.007425743,,,,,,,,422,1,3,1,,2,,27.7
Half-Life 2: Episode Two,"Recommended: Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX® 9 level Graphics Card, Windows® 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection",10-Oct-07,halflife2episodetwo,433,3,0.006928406,,,,,,,,542,1,3,1,,2,,27.7
Bastion,"OS: Windows XP, Vista, 7Processor: 1.7 GHz Dual Core or GreaterMemory: 2 GBHard Disk Space: 1.0 GBVideo Card: 512 MB DirectX 9.0c compatible graphics card (shader model 2)DirectX®: 9.0cSound: DirectX 9.0c compatible",16-Aug-11,bastion,416,2,0.004807692," Windows XP, Vista, 7", 1.7 GHz Dual Core or Greater, 2 GBHard Disk Space: 1.0 GBVideo Card: 512 MB DirectX 9.0c compatible graphics card (shader model 2)DirectX®: 9.0cSound: DirectX 9.0c compatible,,,,,,2,2,1,,2,DUAL,36.6
The Sims™ 3,"OS: Windows XP (Service Pack 2) or Windows Vista (Service Pack 1)Processor: (XP) 2.0 GHz P4 processor or equivalent; (Vista) 2.4 GHz P4 processor or equivalentMemory: (XP) 1 GB; (Vista) 1.5 GBGraphics: 128 MB Video Card with support for Pixel Shader 2.0DirectX®:Hard Drive: At least 6.5 GB of hard drive space with at least 1 GB additional space for custom contentSound:Built-in Graphics:Intel Integrated Chipset, GMA X3000 or above.  2.6 GHz Pentium D CPU, or 1.8 GHz Core 2 Duo, or equivalent  0.5 GB additional RAMIntel Integrated Chipset, GMA X3000 or above.2.6 GHz Pentium D CPU, or 1.8 GHz Core 2 Duo, or equivalent0.5 GB additional RAMSupported Video Cards:Nvidia GeForce series: FX5900 or greater, G100, GT 120, GT 130, GTS 150, GTS 250, GTX 260, GTX 275, GTX 280, GTX 285, GTX 295; ATI Radeon™ series: ATI Radeon 9500 series of greater, X300, X600, X700, X800, X850, X1300, X1600, X1800, X1900, X1950, 2400, 2600, 2900, 3450, 3650, 3850, 3870, 4850, 4870 series or greater; Intel® Graphics Media Accelerator (GMA): GMA 3-Series, GMA 4-Series*Please note that the GeForce 6100 and 7100 cards are not supported",2-Jun-09,thesims3,236,1,0.004237288, Windows XP (Service Pack 2) or Windows Vista (Service Pack 1), (XP) 2.0 GHz P4 processor or equivalent; (Vista) 2.4 GHz P4 processor or equivalent, (XP) 1 GB; (Vista) 1.5 GB,"Intel Integrated Chipset, GMA X3000 or above.  2.6 GHz Pentium D CPU, or 1.8 GHz Core 2 Duo, or equivalent  0.5 GB additional RAMIntel Integrated Chipset, GMA X3000 or above.2.6 GHz Pentium D CPU, or 1.8 GHz Core 2 Duo, or equivalent0.5 GB additional RAMSupported Video Cards:Nvidia GeForce series: FX5900 or greater, G100, GT 120, GT 130, GTS 150, GTS 250, GTX 260, GTX 275, GTX 280, GTX 285, GTX 295; ATI Radeon™ series: ATI Radeon 9500 series of greater, X300, X600, X700, X800, X850, X1300, X1600, X1800, X1900, X1950, 2400, 2600, 2900, 3450, 3650, 3850, 3870, 4850, 4870 series or greater; Intel® Graphics Media Accelerator (GMA): GMA 3-Series, GMA 4-Series*Please note that the GeForce 6100 and 7100 cards are not supported",,,,,1,1,1,GTX 260,7.31,,27.7
Half-Life 2: Episode One,"Recommended: Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX® 9 level Graphics Card, Windows® 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection",1-Jun-06,halflife2episodeone,681,1,0.001468429,,,,,,,,564,1,3,1,,2,,27.7
Autonauts,OS: Windows 10 x64Processor: Intel Core i7-6700K (4 * 4000) or equivalent/AMD Ryzen 1500X (4 * 3500) or equivalentMemory: 8 GB RAMGraphics: GeForce GTX 970 (4096 MB) or Radeon R9 270X (2048 MB)Storage: 1 GB available spaceSound Card: AnyAdditional Notes: High Settings on massive dense worlds,17-Oct-19,autonauts,16,0,0, Windows 10 x64, Intel Core i7-6700K (4 * 4000) or equivalent/AMD Ryzen 1500X (4 * 3500) or equivalent, 8 GB RAM, GeForce GTX 970 (4096 MB) or Radeon R9 270X (2048 MB),, 1 GB available spaceSound Card: AnyAdditional Notes: High Settings on massive dense worlds,,,8,5,1,GTX 970 ,49.1,I7-6700K,80.8
Among Us VR,OS: Windows 10Processor: Intel Core i7 6700 / AMD Ryzen 3600 or greaterMemory: 8 GB RAMGraphics: NVIDIA GTX 1060 / AMD Radeon RX 480 or greaterDirectX: Version 11Network: Broadband Internet connectionStorage: 1 GB available space,10-Nov-22,amongusvr,11,0,0, Windows 10, Intel Core i7 6700 / AMD Ryzen 3600 or greater, 8 GB RAM, NVIDIA GTX 1060 / AMD Radeon RX 480 or greater, Version 11, 1 GB available space, Broadband Internet connection,,8,5,1,GTX 1060 ,56.1,I7-6700,72.3
"Honey, I Joined a Cult","OS: Windows 10Processor: Intel Core i5-7600 or AMD Ryzen 5 2600XMemory: 4 GB RAMGraphics: NVIDIA GeForce GTS 250, 1 GB or AMD Radeon HD 5750, 1 GBDirectX: Version 11Storage: 1 GB available space",3-Nov-22,honeyijoinedacult,12,0,0, Windows 10, Intel Core i5-7600 or AMD Ryzen 5 2600X, 4 GB RAM," NVIDIA GeForce GTS 250, 1 GB or AMD Radeon HD 5750, 1 GB", Version 11, 1 GB available space,,,4,5,1,,2,I5-7600,72
Kingdoms and Castles,"OS: Microsoft Windows XP/Vista/7/8/8.1 (64-bit)Processor: Intel Core i5-3470, 2.7GHz or AMD FX-6300, 3.2GhzMemory: 4 GB RAMGraphics: nVIDIA GeForce GTX 660, 1gb or AMD Radeon HD 7870, 1gbStorage: 1 GB available space",20-Jul-17,kingdomsandcastles,42,0,0, Microsoft Windows XP/Vista/7/8/8.1 (64-bit)," Intel Core i5-3470, 2.7GHz or AMD FX-6300, 3.2Ghz", 4 GB RAM," nVIDIA GeForce GTX 660, 1gb or AMD Radeon HD 7870, 1gb",, 1 GB available space,,,4,4,1,GTX 660,19.9,I5-3470,63.1
Northgard,OS: Windows 7 or better: 64 bits requiredProcessor: Intel i5 3.1 Ghz Quad coreMemory: 2 GB RAMGraphics: Nvidia GTX 660 / Radeon HD 7800 or betterDirectX: Version 10Storage: 1 GB available spaceAdditional Notes: Recommended display resolution: 1440x900,7-Mar-18,northgard,29,0,0, Windows 7 or better: 64 bits required, Intel i5 3.1 Ghz Quad core, 2 GB RAM, Nvidia GTX 660 / Radeon HD 7800 or better, Version 10, 1 GB available spaceAdditional Notes: Recommended display resolution: 1440x900,,,2,3,1,GTX 660 ,19.9,I5-3,57.6
Persona 4 Arena Ultimax,Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel Core i3-2100 or AMD Phenom II X4 965Memory: 4 GB RAMGraphics: NVIDIA GeForce GTS 450 (1 GB) / AMD Radeon HD 5850 (1 GB)Network: Broadband Internet connection,16-Mar-22,persona4arenaultimax,11,0,0, Windows 10, Intel Core i3-2100 or AMD Phenom II X4 965, 4 GB RAM, NVIDIA GeForce GTS 450 (1 GB) / AMD Radeon HD 5850 (1 GB),,, Broadband Internet connection,,4,5,1,,7.38,I3-2100,50.9
Neon Abyss,Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: Intel i3-2100 / AMD A8-5600kMemory: 4 GB RAMGraphics: GeForce GTX 630 / Radeon HD 6570DirectX: Version 11Storage: 1024 MB available space,14-Jul-20,neonabyss,33,0,0, Windows 10 64-bit, Intel i3-2100 / AMD A8-5600k, 4 GB RAM, GeForce GTX 630 / Radeon HD 6570, Version 11, 1024 MB available space,,,4,6,1,GTX 630 ,3.62,I3-2100,50.9
Anomaly Defenders,"OS: Windows 7Processor: Intel(R) Core(TM)2 Quad 2.7 Ghz, AMD Phenom(TM)II X4 3 GhzMemory: 4 GB RAMGraphics: GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0DirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX compatible",29-May-14,anomalydefenders,15,0,0, Windows 7," Intel(R) Core(TM)2 Quad 2.7 Ghz, AMD Phenom(TM)II X4 3 Ghz", 4 GB RAM," GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0", Version 9.0c, 1 GB available spaceSound Card: DirectX compatible,,,4,2,1,GTX 260,7.31,QUAD,45.5
The Past Within,OS: Windows 8+Processor: 2.4GHz Dual CoreMemory: 1 GB RAMGraphics: NVIDIA GeForce 9800 / ATI Radeon HD 2600 XTDirectX: Version 10Storage: 1 GB available space,2-Nov-22,thepastwithin,83,0,0, Windows 8+, 2.4GHz Dual Core, 1 GB RAM, NVIDIA GeForce 9800 / ATI Radeon HD 2600 XT, Version 10, 1 GB available space,,,1,3,1,GEFORCE 9800 ,6.48,DUAL,36.6
Book of Demons,"OS: Windows 7, 8, 8.1, 10Processor: 1.7 GHz Dual Core or GreaterMemory: 2 GB RAMGraphics: 512 MB DirectX 9.0c compatible graphics cardDirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX 9.0c compatibleAdditional Notes: Controller Support",13-Dec-18,bookofdemons,107,0,0," Windows 7, 8, 8.1, 10", 1.7 GHz Dual Core or Greater, 2 GB RAM, 512 MB DirectX 9.0c compatible graphics card, Version 9.0c, 1 GB available spaceSound Card: DirectX 9.0c compatibleAdditional Notes: Controller Support,,,2,5,1,,2,DUAL,36.6
Slime Rancher,OS: Windows 7+Processor: 2.2GHz Dual CoreMemory: 4 GB RAMGraphics: 512MB VRAMDirectX: Version 11Storage: 1 GB available space,1-Aug-17,slimerancher,100,0,0, Windows 7+, 2.2GHz Dual Core, 4 GB RAM, 512MB VRAM, Version 11, 1 GB available space,,,4,2,1,,2,DUAL,36.6
Duelyst,"OS: Windows 7 64-bitProcessor: 2.0Ghz dual-core Intel Core i5 or higherMemory: 8 GB RAMGraphics: NVIDIA Geforce 600 series with 2GB memory or higherNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: 1080p, 16:9 recommended",23-Aug-16,duelyst,20,0,0, Windows 7 64-bit, 2.0Ghz dual-core Intel Core i5 or higher, 8 GB RAM, NVIDIA Geforce 600 series with 2GB memory or higher,," 1 GB available spaceAdditional Notes: 1080p, 16:9 recommended", Broadband Internet connection,,8,3,1,GEFORCE 600 ,1.84,DUAL,36.6
Defense Grid: The Awakening,"Supported OS: Windows XP, Vista                     Processor: dual core 2.0GHz CPU or higher                     Memory: 1GB RAM XP, 1.5GB RAM Vista                     Hard disk space: 1GB available space                     DirectX version: DirectX 9.0c or higher, June 2008 version or later                     Video: DirectX 9 video card with shader 3 support and 256MB VRAM such as the following:                    ATI Radeon X700 or newer (X700-X1950, HD 2400-HD 4870)                    NVIDIA GeForce 7600 or newer (7600-7950, 8300-8800, 9600-9800, or GTX 216-280)                     Controller: Optionally supports Microsoft Game Controller for Windows",8-Dec-08,defensegridtheawakening,99,0,0," Windows XP, Vista                     ", dual core 2.0GHz CPU or higher                     ," 1GB RAM XP, 1.5GB RAM Vista                     Hard disk space: 1GB available space                     DirectX version: DirectX 9.0c or higher, June 2008 version or later                     Video: DirectX 9 video card with shader 3 support and 256MB VRAM such as the following:                    ATI Radeon X700 or newer (X700-X1950, HD 2400-HD 4870)                    NVIDIA GeForce 7600 or newer (7600-7950, 8300-8800, 9600-9800, or GTX 216-280)                     Controller: Optionally supports Microsoft Game Controller for Windows",,,,,,1,1,1,,0.87,DUAL,36.6
MachiaVillain,OS: Windows 7 or later. 32 Bit supported.Processor: Intel Core 2 Duo or fasterMemory: 2 GB RAMGraphics: AMD Radeon HD 5750/Nvidia GT 450 or higherDirectX: Version 9.0Storage: 1 GB available space,16-May-18,machiavillain,9,0,0, Windows 7 or later. 32 Bit supported., Intel Core 2 Duo or faster, 2 GB RAM, AMD Radeon HD 5750/Nvidia GT 450 or higher, Version 9.0, 1 GB available space,,,2,2,1,GT 450 ,7.38,DUO,36.6
One Step From Eden,OS: Windows 7Processor: Intel Core 2 Duo E6320 (2*1866) or equivalentMemory: 2 GB RAMStorage: 1 GB available space,26-Mar-20,onestepfromeden,14,0,0, Windows 7, Intel Core 2 Duo E6320 (2*1866) or equivalent, 2 GB RAM,,, 1 GB available space,,,2,2,1,,2,DUO,36.6
Lethal League,"OS: Windows 7Processor: Core 2 Duo or equivalent - 2.0 GHz or higherMemory: 2 GB RAMGraphics: NVidia Geforce FX, 6x00, 7x00, 8x00, 9x00 and GTX 2x0 and newer. ATI Radeon 9x00, Xx00, X1x00, HD2x00 and HD3x00 series and newer. Intel® HD GraphicsStorage: 1 GB available spaceAdditional Notes: Videocard must support GLSL to run the game. Be sure to use updated video drivers.",27-Aug-14,lethalleague,27,0,0, Windows 7, Core 2 Duo or equivalent - 2.0 GHz or higher, 2 GB RAM," NVidia Geforce FX, 6x00, 7x00, 8x00, 9x00 and GTX 2x0 and newer. ATI Radeon 9x00, Xx00, X1x00, HD2x00 and HD3x00 series and newer. Intel® HD Graphics",, 1 GB available spaceAdditional Notes: Videocard must support GLSL to run the game. Be sure to use updated video drivers.,,,2,2,1,,2,DUO,36.6
Chained Echoes,OS: Windows 10Processor: i5 Generation or equalMemory: 6 GB RAMGraphics: GeForce 780 or equalDirectX: Version 11Storage: 900 MB available space,8-Dec-22,chainedechoes,58,0,0, Windows 10, i5 Generation or equal, 6 GB RAM, GeForce 780 or equal, Version 11, 900 MB available space,,,6,5,1,GEFORCE 780 ,19.9,,27.7
Atomicrops,"OS: Windows 7+Processor: AMD Athlon X4 605e, Intel Celeron G1610 or equivalentMemory: 4 GB RAMGraphics: Radeon HD 7850, GeForce GTX 470 or equivalentDirectX: Version 11Storage: 1 GB available spaceSound Card: Yes",17-Sep-20,atomicrops,13,0,0, Windows 7+," AMD Athlon X4 605e, Intel Celeron G1610 or equivalent", 4 GB RAM," Radeon HD 7850, GeForce GTX 470 or equivalent", Version 11, 1 GB available spaceSound Card: Yes,,,4,2,1,GTX 470 ,16.2,,27.7
Rise of Industry,Requires a 64-bit processor and operating systemOS: Windows (64 bit only) 10Processor: 32nm CPU e.g AMD-FX or Intel i5/i7Memory: 8 GB RAMGraphics: Nvidia GeForce GT 760 or AMD Radeon R9DirectX: Version 12Storage: 1 GB available spaceSound Card: AnyAdditional Notes: Recommended Resolution: 1920 x 1080,2-May-19,riseofindustry,7,0,0, Windows (64 bit only) 10, 32nm CPU e.g AMD-FX or Intel i5/i7, 8 GB RAM, Nvidia GeForce GT 760 or AMD Radeon R9, Version 12, 1 GB available spaceSound Card: AnyAdditional Notes: Recommended Resolution: 1920 x 1080,,,8,6,1,GT 760 ,10.7,,27.7
Realpolitiks,OS: Windows 7 / 8 / 8.1 / 10Processor: Intel Core i3Memory: 4 GB RAMGraphics: Nvidia GeForce GTX 740 / AMD Radeon R7 250DirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX® 9.0c compatible,16-Feb-17,realpolitiks,16,0,0, Windows 7 / 8 / 8.1 / 10, Intel Core i3, 4 GB RAM, Nvidia GeForce GTX 740 / AMD Radeon R7 250, Version 9.0c, 1 GB available spaceSound Card: DirectX® 9.0c compatible,,,4,5,1,GTX 740 ,7.43,,27.7
Wargroove,OS: Windows 10 64-bitProcessor: Core i5 or equivalentMemory: 4 GB RAMGraphics: DirectX 11 and/or OpenGL 3.3 compatible video cardDirectX: Version 11Storage: 1 GB available space,1-Feb-19,wargroove,22,0,0, Windows 10 64-bit, Core i5 or equivalent, 4 GB RAM, DirectX 11 and/or OpenGL 3.3 compatible video card, Version 11, 1 GB available space,,,4,6,1,,2,,27.7
Symphony of War: The Nephilim Saga,OS: Windows 10 / 98 / XP / Vista / 7 / 8Processor: 1ghzMemory: 256 MB RAMStorage: 1 GB available space,10-Jun-22,symphonyofwarthenephilimsaga,17,0,0, Windows 10 / 98 / XP / Vista / 7 / 8, 1ghz, 256 MB RAM,,, 1 GB available space,,,0.25,5,1,,2,,27.7
Slay the Spire,"OS: Windows XP, Vista, 7, 8/8.1, 10Processor: 2.0 GhzMemory: 2 GB RAMGraphics: 1Gb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)Storage: 1 GB available space",23-Jan-19,slaythespire,125,0,0," Windows XP, Vista, 7, 8/8.1, 10", 2.0 Ghz, 2 GB RAM," 1Gb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)",, 1 GB available space,,,2,5,1,,2,,27.7
911 Operator,OS: Windows 7 / 8 / 10Processor: 3 GHzMemory: 2048 MB RAMGraphics: 1024 MbStorage: 1 GB available spaceSound Card: Neccessary,24-Feb-17,911operator,23,0,0, Windows 7 / 8 / 10, 3 GHz, 2048 MB RAM, 1024 Mb,, 1 GB available spaceSound Card: Neccessary,,,2,5,1,,2,,27.7
Dicey Dungeons,"OS: Windows 10Processor: 2 GHz+ CPU with SSE4.1 support requiredMemory: 4 GB RAMGraphics: Intel HD Graphics 5000 or better, OpenGL Support requiredStorage: 1 GB available space",13-Aug-19,diceydungeons,23,0,0, Windows 10, 2 GHz+ CPU with SSE4.1 support required, 4 GB RAM," Intel HD Graphics 5000 or better, OpenGL Support required",, 1 GB available space,,,4,5,1,,2,,27.7
Ring of Pain,OS: Windows 8/10Processor: 2 GHzMemory: 4 GB RAMGraphics: OpenGL 2.0 compatible with 512 MB RAMStorage: 1 GB available spaceAdditional Notes: Some graphics issues on Windows 7. Compatible drivers for most graphics cards are only available on more recent OS.,15-Oct-20,ringofpain,15,0,0, Windows 8/10, 2 GHz, 4 GB RAM, OpenGL 2.0 compatible with 512 MB RAM,, 1 GB available spaceAdditional Notes: Some graphics issues on Windows 7. Compatible drivers for most graphics cards are only available on more recent OS.,,,4,5,1,,2,,27.7
Legend of Keepers: Career of a Dungeon Manager,OS: Windows 10Processor: Core i5 or equivalentMemory: 4 GB RAMGraphics: DirectX 11 and/or OpenGL 3.3 compatible video cardStorage: 1 GB available spaceSound Card: Any,29-Apr-21,legendofkeeperscareerofadungeonmanager,7,0,0, Windows 10, Core i5 or equivalent, 4 GB RAM, DirectX 11 and/or OpenGL 3.3 compatible video card,, 1 GB available spaceSound Card: Any,,,4,5,1,,2,,27.7
City of Gangsters,"Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel i7/i9 or AMD RyzenMemory: 8 GB RAMGraphics: NVidia GeForce 10 series or newer, AMD RX series or newerDirectX: Version 11Storage: 1 GB available space",9-Aug-21,cityofgangsters,14,0,0, Windows 10, Intel i7/i9 or AMD Ryzen, 8 GB RAM," NVidia GeForce 10 series or newer, AMD RX series or newer", Version 11, 1 GB available space,,,8,5,1,,2,,27.7
Pirates Outlaws,OS: Windows® 7/10Processor: 2.0 GhzMemory: 8 GB RAMGraphics: DirectX 9 Compatible GPUDirectX: Version 9.0Storage: 1 GB available spaceSound Card: DirectSound Compatible Sound Card with latest drivers,28-Aug-19,piratesoutlaws,10,0,0, Windows® 7/10, 2.0 Ghz, 8 GB RAM, DirectX 9 Compatible GPU, Version 9.0, 1 GB available spaceSound Card: DirectSound Compatible Sound Card with latest drivers,,,8,5,1,,2,,27.7
Strange Horticulture,OS: Windows 7 or laterProcessor: 2.4 GHzMemory: 1 GB RAMGraphics: 512 MB display memoryStorage: 1 GB available space,21-Jan-22,strangehorticulture,12,0,0, Windows 7 or later, 2.4 GHz, 1 GB RAM, 512 MB display memory,, 1 GB available space,,,1,2,1,,2,,27.7
Gordian Quest,OS: Windows 7 or higherProcessor: 2.0 GhzMemory: 2 GB RAMGraphics: 1Gb Video MemoryStorage: 1 GB available space,23-Jun-22,gordianquest,7,0,0, Windows 7 or higher, 2.0 Ghz, 2 GB RAM, 1Gb Video Memory,, 1 GB available space,,,2,2,1,,2,,27.7
Kathy Rain,OS: Windows 7 or higherProcessor: 1 gigahertz (GHz) or faster 32-bit (x86) or 64-bit (x64) processorMemory: 2 GB RAMGraphics: DirectX 9 graphics device with WDDM 1.0 or higher driverDirectX: Version 9.0Storage: 1 GB available space,5-May-16,kathyrain,24,0,0, Windows 7 or higher, 1 gigahertz (GHz) or faster 32-bit (x86) or 64-bit (x64) processor, 2 GB RAM, DirectX 9 graphics device with WDDM 1.0 or higher driver, Version 9.0, 1 GB available space,,,2,2,1,,2,,27.7
Graveyard Keeper,"OS: Windows 7 (SP1+)Processor: Intel core i5, 1.5 GHz and upMemory: 4 GB RAMGraphics: 1 Gb dedicated video card, shader model 3.0+DirectX: Version 10Storage: 1 GB available space",15-Aug-18,graveyardkeeper,57,0,0, Windows 7 (SP1+)," Intel core i5, 1.5 GHz and up", 4 GB RAM," 1 Gb dedicated video card, shader model 3.0+", Version 10, 1 GB available space,,,4,2,1,,2,,27.7
Monster Prom 2: Monster Camp,OS: Windows 7 or higherProcessor: Anything from the last 5 yearsMemory: 4 GB RAMStorage: 1 GB available space,23-Oct-20,monsterprom2monstercamp,10,0,0, Windows 7 or higher, Anything from the last 5 years, 4 GB RAM,,, 1 GB available space,,,4,2,1,,2,,27.7
Lost Ruins,OS: Windows 7Processor: 2 GHzMemory: 4 GB RAMGraphics: 1GBDirectX: Version 11Storage: 1 GB available space,13-May-21,lostruins,14,0,0, Windows 7, 2 GHz, 4 GB RAM, 1GB, Version 11, 1 GB available space,,,4,2,1,,2,,27.7
Punch Club,OS: Windows XP and upProcessor: 1 GHz and upMemory: 1 GB RAMGraphics: ToasterStorage: 1 GB available space,8-Jan-16,punchclub,38,0,0, Windows XP and up, 1 GHz and up, 1 GB RAM, Toaster,, 1 GB available space,,,1,1,1,,2,,27.7
Machinarium,OS: Microsoft® Windows® XP/Vista/7/8/10Processor: 1.8 Ghz ProcessorMemory: 1GB RamHard Drive: 1GB Free space,16-Oct-09,machinarium,138,0,0, Microsoft® Windows® XP/Vista/7/8/10, 1.8 Ghz Processor, 1GB RamHard Drive: 1GB Free space,,,,,,1,5,1,,2,,27.7
There Is No Game: Wrong Dimension,"OS: Windows 7 SP1+, 10Processor: x86, x64 architecture with SSE2 instruction set support.Memory: 4 GB RAMGraphics: Intel HD 4000DirectX: Version 10Storage: 950 MB available spaceSound Card: Built In",6-Aug-20,thereisnogamewrongdimension,50,0,0," Windows 7 SP1+, 10"," x86, x64 architecture with SSE2 instruction set support.", 4 GB RAM, Intel HD 4000, Version 10, 950 MB available spaceSound Card: Built In,,,4,5,1,,2,,27.7
Game Dev Tycoon,OS: Windows 7/8Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memory,29-Aug-13,gamedevtycoon,389,0,0, Windows 7/8,, 4 GB RAM, Hardware Accelerated Graphics with 1GB memory,,,,,4,3,1,,2,,27.7
Nantucket,OS: Windows XP or newer (64 bit)Processor: 2 Ghz or moreMemory: 4 GB RAMGraphics: DirectX 9.0c compatibleDirectX: Version 9.0cStorage: 1000 MB available spaceSound Card: DirectX 9.0c compatible,18-Jan-18,nantucket,10,0,0, Windows XP or newer (64 bit), 2 Ghz or more, 4 GB RAM, DirectX 9.0c compatible, Version 9.0c, 1000 MB available spaceSound Card: DirectX 9.0c compatible,,,4,2,1,,2,,27.7
Bloodline Champions,"Operating system:Windows® XP Service Pack 3, Vista, or 7Processor: Intel® Pentium® IV 3.0 GHz (or AMD equivalent)Memory: 1GB RAM on Windows XP, 2GB of RAM on Windows Vista/7Hard disk space: 1GB Hard disk spaceVideo: nVidia or AMD/ATI video card with 128MB RAM and Shader Model 3 support (GeForce 6000 series or ATI HD2000 series)Sound: DirectX-compatible sound cardDirectX®: DirectX® 9.0cInternet: High Speed Internet (DSL or better) required",13-Jan-11,bloodlinechampions,44,0,0,, Intel® Pentium® IV 3.0 GHz (or AMD equivalent)," 1GB RAM on Windows XP, 2GB of RAM on Windows Vista/7Hard disk space: 1GB Hard disk spaceVideo: nVidia or AMD/ATI video card with 128MB RAM and Shader Model 3 support (GeForce 6000 series or ATI HD2000 series)Sound: DirectX-compatible sound cardDirectX®: DirectX® 9.0cInternet: High Speed Internet (DSL or better) required",,,,,,1,2,1,,2,,27.7
Sid Meier's Civilization IV: Colonization,Processor: 1.8 GHz Intel Pentium 4 or AMD Athlon processor or equivalent Memory: 1 GB RAM Video: 128 MB Video Card w/ DirectX 9 support (pixel & vertex shaders) Sound: DirectX 9.0 compliant sound card,23-Sep-08,sidmeierscivilizationivcolonization,38,0,0,, 1.8 GHz Intel Pentium 4 or AMD Athlon processor or equivalent , 1 GB RAM Video: 128 MB Video Card w/ DirectX 9 support (pixel & vertex shaders) Sound: DirectX 9.0 compliant sound card,,,,,,1,1,1,,2,,27.7
"Gremlins, Inc.","OS: 7, 8, 10Processor: Intel Pentium 3+ generationMemory: 4 GB RAMGraphics: GeForce 9XX or AMDDirectX: Version 9.0Network: Broadband Internet connectionStorage: 1 GB available spaceSound Card: internal",10-Mar-16,gremlinsinc,21,0,0," 7, 8, 10", Intel Pentium 3+ generation, 4 GB RAM, GeForce 9XX or AMD, Version 9.0, 1 GB available spaceSound Card: internal, Broadband Internet connection,,4,5,1,,0.96,,27.7
